GIDTR,State,State_name,County,County_name,Tract,Num_BGs_in_Tract,pct_Prs_Blw_Pov_Lev_ACS__,pct_Civ_unemp_16p_ACS__,pct_Not_HS_Grad_ACS__,pct_College_ACS__,pct_Renter_Occp_HU_ACS__,pct_Vacant_Units_ACS__,No_Health_Ins_ACS__,pct_Males_ACS__,pct_NH_White_alone_ACS__,pct_NH_Blk_alone_ACS__,Tot_Population_ACS__,LAND_AREA,pct_Pop_25_44_ACS__,pct_Pop_Below25_ACS__,pct_Pop_45plus_ACS__,Pop_density_calculated_ACS,Pct_No_Health_Ins_CALCULATED_ACS__,Med_HHD_Inc_Thousands_ACS__,dist_general_km,dist_sud_km,general_facility_count,sud_facility_count,general_facility_count_5km,sud_facility_count_5km,general_facilities_per_10k,sud_facilities_per_10k,general_facilities_per_10k_5km,sud_facilities_per_10k_5km,accessibility_general_2sfca_10km_per10k,accessibility_sud_2sfca_10km_per10k,accessibility_general_2sfca_20km_per10k,accessibility_sud_2sfca_20km_per10k,accessibility_general_2sfca_30km_per10k,accessibility_sud_2sfca_30km_per10k,Intent,Period,Count,Rate,Rate_M,Rate_M_CI,Rate_Independent,Med_HHD_Inc_Thousands_ACS___Neighbor_1,Med_HHD_Inc_Thousands_ACS___Neighbor_Avg,pct_Renter_Occp_HU_ACS___Neighbor_1,pct_Renter_Occp_HU_ACS___Neighbor_Avg,pct_Prs_Blw_Pov_Lev_ACS___Neighbor_1,pct_Prs_Blw_Pov_Lev_ACS___Neighbor_Avg,pct_Vacant_Units_ACS___Neighbor_1,pct_Vacant_Units_ACS___Neighbor_Avg,Pct_No_Health_Ins_CALCULATED_ACS___Neighbor_1,Pct_No_Health_Ins_CALCULATED_ACS___Neighbor_Avg,Rate_Independent_Neighbor_1,Rate_Independent_Neighbor_Avg,year_pair,Cluster_ID
53033024905,53,Washington,33,King County,24905,2,2.73,5.67,0.79,89.95,6.88,13.15,41.0,51.25,39.65,0.0,3372.0,1.112,22.78,21.12,52.76,3032.37,1.22,250.001,2.917,7.309,0,0,5,0,0.0,0.0,14.828,0.0,0.788,0.125,0.944,0.343,1.079,0.428,Drug_OD,TTM,1-9,19.0,1.0,9.4-45.8,0.0,246.932,222.199,8.41,9.553,9.34,6.223,5.31,5.967,3.0,2.53,0.0,11.2,2024→2025,0
53033025001,53,Washington,33,King County,25001,4,3.16,3.32,4.88,71.64,30.7,5.96,220.0,52.87,38.63,2.12,5856.0,1.427,30.81,20.97,41.21,4103.71,3.76,158.918,0.152,7.051,1,0,6,0,1.708,0.0,10.246,0.0,0.853,0.222,1.122,0.426,1.208,0.483,Drug_OD,TTM,1-9,12.7,1.0,6.7-28.4,16.1,192.898,204.423,19.95,17.57,2.4,11.35,1.44,2.95,2.68,2.8,16.1,10.733,2024→2025,0
53033025005,53,Washington,33,King County,25005,3,5.17,4.68,2.1,71.97,39.71,4.87,182.0,48.77,41.15,2.76,6330.0,2.967,34.55,22.85,36.3,2133.47,2.88,155.114,1.81,7.125,0,0,3,0,0.0,0.0,4.739,0.0,0.891,0.171,1.081,0.394,1.173,0.465,Drug_OD,TTM,1-9,19.0,1.0,9.4-45.8,0.0,246.932,175.379,8.41,26.087,9.34,7.033,5.31,3.757,3.0,5.94,0.0,11.733,2024→2025,0
53033025006,53,Washington,33,King County,25006,4,2.85,3.85,1.49,73.2,28.34,2.93,62.0,51.55,51.83,0.65,6741.0,8.652,28.13,22.99,43.62,779.13,0.92,178.5,3.212,4.755,0,0,4,1,0.0,0.0,5.934,1.483,1.102,0.15,1.075,0.366,1.132,0.451,Drug_OD,TTM,1-9,24.7,1.0,12.8-56.5,17.8,137.632,135.775,39.95,44.017,5.45,5.82,3.58,4.747,0.6,2.03,0.0,3.267,2024→2025,0
53033025007,53,Washington,33,King County,25007,3,5.45,1.54,2.38,70.65,39.95,3.58,28.0,48.45,48.85,4.35,4663.0,1.613,30.9,23.31,42.98,2890.89,0.6,137.632,3.293,5.59,0,0,4,0,0.0,0.0,8.578,0.0,0.917,0.126,0.912,0.313,1.031,0.409,Drug_OD,TTM,1-9,16.2,1.0,8.0-39.2,0.0,240.714,212.831,18.2,13.803,0.9,2.027,0.94,6.487,3.27,2.17,0.0,0.0,2024→2025,0
53033025008,53,Washington,33,King County,25008,2,0.9,5.4,0.0,76.03,18.2,0.94,80.0,48.53,56.49,0.0,2450.0,0.873,21.51,22.45,52.04,2806.41,3.27,240.714,4.022,6.187,0,0,6,0,0.0,0.0,24.49,0.0,0.828,0.13,0.888,0.29,1.023,0.397,Drug_OD,TTM,1-9,16.2,1.0,8.0-39.2,0.0,137.632,166.096,39.95,23.203,5.45,5.603,3.58,4.47,0.6,2.23,0.0,5.6,2024→2025,0
53033025101,53,Washington,33,King County,25101,4,8.6,2.57,2.65,48.77,39.15,0.0,685.0,51.46,48.89,3.67,6193.0,1.133,28.71,30.73,37.61,5466.02,11.06,120.286,2.059,4.98,0,0,5,1,0.0,0.0,8.074,1.615,0.702,0.14,0.942,0.348,1.097,0.444,Drug_OD,TTM,1-9,24.0,1.0,13.9-49.2,19.1,127.234,103.503,23.94,39.767,7.42,7.903,1.66,4.593,5.53,10.0,19.1,23.933,2024→2025,0
53033025103,53,Washington,33,King County,25103,3,7.42,3.03,1.97,52.19,23.94,1.66,241.0,50.61,30.52,3.15,4355.0,0.617,34.12,22.46,35.76,7058.35,5.53,127.234,1.048,4.066,0,0,8,1,0.0,0.0,18.37,2.296,0.653,0.147,0.901,0.333,1.066,0.43,Drug_OD,TTM,1-9,24.0,1.0,13.9-49.2,19.1,77.869,110.26,50.39,35.153,10.91,6.92,10.07,3.357,9.99,8.537,19.1,19.1,2024→2025,0
53033025104,53,Washington,33,King County,25104,3,1.25,0.4,11.64,46.0,15.92,0.0,200.0,48.79,33.38,1.76,4386.0,1.789,25.01,27.84,37.1,2451.65,4.56,132.625,2.576,5.668,0,0,4,0,0.0,0.0,9.12,0.0,0.685,0.128,0.939,0.335,1.083,0.43,Drug_OD,TTM,1-9,24.0,1.0,13.9-49.2,19.1,127.234,138.155,23.94,23.527,7.42,5.81,1.66,0.907,5.53,7.793,19.1,19.833,2024→2025,0
53033025201,53,Washington,33,King County,25201,3,10.32,7.23,13.76,35.3,23.19,2.66,277.0,50.56,49.44,1.81,4090.0,0.656,27.87,19.46,43.89,6234.76,6.77,104.833,0.985,3.203,0,0,8,2,0.0,0.0,19.56,4.89,0.775,0.255,1.012,0.414,1.152,0.466,Drug_OD,TTM,1-9,27.7,1.0,16.0-56.9,33.6,105.405,102.998,44.97,52.497,5.38,5.81,2.05,5.847,14.48,11.557,33.6,28.767,2024→2025,0
53033025202,53,Washington,33,King County,25202,3,5.38,3.03,14.85,35.58,44.97,2.05,736.0,50.78,38.42,2.4,5083.0,1.068,32.21,22.57,37.36,4759.36,14.48,105.405,1.015,4.143,1,0,8,1,1.967,0.0,15.739,1.967,0.723,0.224,0.991,0.399,1.137,0.466,Drug_OD,TTM,1-9,27.7,1.0,16.0-56.9,33.6,104.833,101.514,23.19,44.037,10.32,7.263,2.66,4.353,6.77,10.793,33.6,23.933,2024→2025,0
53033025302,53,Washington,33,King County,25302,4,16.95,4.26,10.95,29.88,82.25,6.69,419.0,50.57,40.31,14.3,5252.0,1.554,32.54,16.66,47.43,3379.67,7.98,50.824,1.012,1.754,3,1,10,6,5.712,1.904,19.04,11.424,1.096,0.478,1.203,0.519,1.251,0.515,Drug_OD,TTM,14,76.4,0.0,,70.9,116.136,107.946,33.29,45.877,5.1,7.197,2.45,0.817,3.15,4.85,70.9,58.467,2024→2025,3
53033025303,53,Washington,33,King County,25303,2,12.04,1.63,2.62,50.89,85.86,0.0,204.0,51.63,47.23,14.9,2543.0,0.729,55.56,12.54,24.03,3488.34,8.02,93.426,0.755,1.285,1,0,10,3,3.932,0.0,39.324,11.797,0.816,0.289,0.992,0.406,1.122,0.458,Drug_OD,TTM,1-9,27.7,1.0,16.0-56.9,33.6,92.45,74.232,59.03,70.35,8.3,9.373,2.1,6.397,12.08,11.537,33.6,41.2,2024→2025,0
53033025304,53,Washington,33,King County,25304,2,9.18,4.56,2.99,53.69,42.75,5.09,233.0,51.89,58.3,5.81,4132.0,0.716,39.04,18.73,35.43,5770.95,5.64,124.167,2.18,4.152,0,0,9,3,0.0,0.0,21.781,7.26,0.806,0.319,1.047,0.45,1.185,0.482,Drug_OD,TTM,1-9,27.7,1.0,16.0-56.9,33.6,104.833,182.577,23.19,16.2,10.32,5.05,2.66,2.387,6.77,3.527,33.6,21.933,2024→2025,0
53033025401,53,Washington,33,King County,25401,3,2.87,4.78,17.86,34.28,69.77,10.4,509.0,51.57,32.79,9.32,3498.0,0.463,35.99,19.75,39.56,7555.08,14.55,79.423,0.638,2.647,0,0,9,2,0.0,0.0,25.729,5.718,0.698,0.213,0.935,0.37,1.095,0.448,Drug_OD,TTM,1-9,24.0,1.0,13.9-49.2,19.1,92.45,91.717,59.03,44.203,8.3,9.843,2.1,4.943,12.08,9.613,33.6,28.767,2024→2025,0
53033025402,53,Washington,33,King County,25402,3,8.3,1.44,18.15,18.37,59.03,2.1,447.0,44.31,39.02,12.51,3701.0,0.425,40.93,20.65,34.53,8708.24,12.08,92.45,0.662,1.839,1,0,10,2,2.702,0.0,27.02,5.404,0.719,0.232,0.923,0.372,1.082,0.445,Drug_OD,TTM,1-9,27.7,1.0,16.0-56.9,33.6,79.423,83.522,69.77,64.547,2.87,5.887,10.4,5.527,14.55,10.697,19.1,24.667,2024→2025,0
53033025500,53,Washington,33,King County,25500,3,10.91,0.63,15.64,29.42,50.39,10.07,521.0,48.69,39.44,6.48,5213.0,0.589,31.42,26.91,36.53,8850.59,9.99,77.869,1.084,3.252,0,0,8,1,0.0,0.0,15.346,1.918,0.664,0.157,0.921,0.358,1.087,0.442,Drug_OD,TTM,1-9,24.0,1.0,13.9-49.2,19.1,79.423,99.702,69.77,50.913,2.87,6.197,10.4,4.72,14.55,10.72,19.1,23.933,2024→2025,0
53033025601,53,Washington,33,King County,25601,3,2.75,2.62,18.11,34.09,38.01,6.18,501.0,47.1,47.73,3.02,5265.0,1.085,28.07,24.11,43.25,4852.53,9.52,77.718,0.918,2.311,1,0,11,2,1.899,0.0,20.893,3.799,0.739,0.229,0.938,0.368,1.077,0.443,Drug_OD,TTM,1-9,21.5,1.0,12.2-44.8,21.3,92.45,86.2,59.03,55.37,8.3,8.667,2.1,5.263,12.08,9.32,33.6,24.667,2024→2025,0
53033025602,53,Washington,33,King County,25602,4,1.41,4.5,7.48,40.77,7.49,1.06,471.0,53.41,45.25,1.08,6937.0,2.035,31.44,23.97,39.09,3408.85,6.79,166.944,1.651,4.25,0,0,8,1,0.0,0.0,11.532,1.442,0.761,0.201,0.941,0.341,1.068,0.433,Drug_OD,TTM,1-9,21.5,1.0,12.2-44.8,21.3,127.234,111.253,23.94,29.523,7.42,4.437,1.66,3.463,5.53,6.32,19.1,27.533,2024→2025,0
53033025702,53,Washington,33,King County,25702,3,3.14,7.16,5.66,39.83,26.62,2.55,139.0,52.18,58.46,6.81,3551.0,1.074,34.02,19.37,37.59,3306.33,3.91,128.807,2.447,3.628,0,0,14,2,0.0,0.0,39.426,5.632,0.727,0.218,0.922,0.345,1.039,0.426,Drug_OD,TTM,1-9,33.3,1.0,17.9-73.5,42.2,91.891,114.834,21.32,27.843,7.67,5.95,1.84,2.503,9.74,6.897,42.2,35.233,2024→2025,0
53033025703,53,Washington,33,King County,25703,2,20.77,5.03,16.88,36.34,82.29,3.76,515.0,55.58,32.14,17.86,3332.0,0.365,50.6,19.89,20.49,9128.77,15.46,69.817,1.683,1.687,0,0,16,6,0.0,0.0,48.019,18.007,0.834,0.305,0.932,0.394,1.05,0.436,Drug_OD,TTM,1-9,39.3,1.0,22.6-81.2,24.3,88.281,90.184,56.69,48.32,6.79,8.573,3.62,3.237,5.89,7.687,21.3,23.3,2024→2025,0
53033025704,53,Washington,33,King County,25704,2,6.79,0.48,11.1,35.03,56.69,3.62,227.0,46.47,46.19,3.5,3856.0,1.129,26.32,28.01,28.84,3415.41,5.89,88.281,1.494,1.496,0,0,16,3,0.0,0.0,41.494,7.78,0.821,0.275,0.966,0.39,1.084,0.453,Drug_OD,TTM,1-9,21.5,1.0,12.2-44.8,21.3,69.817,79.995,82.29,59.777,20.77,10.607,3.76,4.013,15.46,12.353,24.3,26.4,2024→2025,0
53033025803,53,Washington,33,King County,25803,3,8.77,10.4,8.24,25.48,54.72,4.61,193.0,46.69,36.19,16.49,4639.0,0.519,34.64,31.66,28.39,8938.34,4.16,85.667,2.377,3.912,0,0,14,3,0.0,0.0,30.179,6.467,0.768,0.26,0.917,0.349,1.021,0.421,Drug_OD,TTM,1-9,33.3,1.0,17.9-73.5,42.2,91.891,94.313,21.32,29.047,7.67,8.627,1.84,3.317,9.74,9.567,42.2,33.367,2024→2025,0
53033025804,53,Washington,33,King County,25804,3,7.67,4.54,5.73,23.28,21.32,1.84,359.0,53.38,62.82,3.04,3685.0,0.913,26.89,25.78,43.63,4036.14,9.74,91.891,1.957,3.952,0,0,14,2,0.0,0.0,37.992,5.427,0.785,0.255,0.946,0.36,1.069,0.441,Drug_OD,TTM,1-9,33.3,1.0,17.9-73.5,42.2,85.667,108.679,54.72,34.91,8.77,6.38,4.61,4.603,4.16,5.257,42.2,39.333,2024→2025,0
53033025805,53,Washington,33,King County,25805,3,10.98,2.69,9.35,30.65,42.43,1.46,599.0,49.3,50.5,12.25,5321.0,0.937,43.81,19.48,29.58,5678.76,11.26,79.486,1.806,2.995,0,0,16,6,0.0,0.0,30.07,11.276,0.904,0.328,0.994,0.398,1.06,0.436,Drug_OD,TTM,1-9,39.3,1.0,22.6-81.2,24.3,102.784,86.089,45.84,60.95,7.95,12.497,4.63,4.333,5.91,8.51,24.3,30.267,2024→2025,0
53033025806,53,Washington,33,King County,25806,3,7.95,2.47,11.05,37.53,45.84,4.63,293.0,51.63,30.64,13.13,4958.0,1.134,33.54,19.06,37.29,4372.13,5.91,102.784,1.163,2.142,2,0,17,6,4.034,0.0,34.288,12.102,1.03,0.41,1.054,0.441,1.096,0.471,Drug_OD,TTM,1-9,39.3,1.0,22.6-81.2,24.3,79.486,79.712,42.43,56.933,10.98,13.03,1.46,2.96,11.26,10.24,24.3,27.4,2024→2025,0
53033026001,53,Washington,33,King County,26001,4,4.45,5.44,8.93,42.15,18.48,0.0,187.0,45.54,40.13,24.55,5527.0,1.027,28.23,18.0,48.36,5381.69,3.38,114.277,2.485,1.855,0,0,12,7,0.0,0.0,21.712,12.665,0.953,0.446,1.043,0.475,1.164,0.481,Drug_OD,TTM,14,76.4,0.0,,70.9,69.708,96.297,39.52,27.047,24.43,16.583,3.29,5.903,9.01,5.69,53.9,65.233,2024→2025,3
53033026003,53,Washington,33,King County,26003,3,8.5,7.2,20.83,24.07,83.81,14.72,481.0,52.38,17.93,45.49,4273.0,0.438,28.86,41.14,26.86,9755.71,11.26,70.561,0.583,1.221,0,0,16,7,0.0,0.0,37.444,16.382,0.954,0.403,0.973,0.444,1.089,0.465,Drug_OD,TTM,1-9,32.5,1.0,19.3-65.2,53.9,72.857,86.234,57.08,43.297,13.88,14.47,0.0,1.913,6.33,6.163,53.9,59.567,2024→2025,2
53033026004,53,Washington,33,King County,26004,3,5.1,8.01,6.94,27.25,33.29,2.45,138.0,49.27,37.41,18.51,4376.0,0.631,32.88,12.2,50.14,6935.02,3.15,116.136,1.167,1.735,0,0,12,6,0.0,0.0,27.422,13.711,0.911,0.377,1.023,0.455,1.141,0.479,Drug_OD,TTM,14,76.4,0.0,,70.9,50.824,78.554,82.25,61.513,16.95,9.967,6.69,7.137,7.98,7.54,70.9,65.233,2024→2025,3
53033026101,53,Washington,33,King County,26101,3,13.88,7.78,10.54,33.63,57.08,0.0,237.0,54.23,27.12,30.18,3747.0,1.045,40.3,15.72,36.91,3585.65,6.33,72.857,1.702,1.32,0,0,15,7,0.0,0.0,40.032,18.682,1.025,0.481,1.028,0.487,1.138,0.486,Drug_OD,TTM,1-9,32.5,1.0,19.3-65.2,53.9,69.708,84.849,39.52,47.27,24.43,12.46,3.29,6.003,9.01,7.883,53.9,59.567,2024→2025,2
53033026102,53,Washington,33,King County,26102,3,24.43,11.34,18.59,30.83,39.52,3.29,397.0,50.12,22.26,27.34,4407.0,0.609,33.79,20.63,36.51,7236.45,9.01,69.708,2.511,0.798,0,0,12,7,0.0,0.0,27.229,15.884,0.912,0.452,0.991,0.464,1.12,0.479,Drug_OD,TTM,1-9,32.5,1.0,19.3-65.2,53.9,72.857,110.455,57.08,30.5,13.88,8.94,0.0,2.303,6.33,7.467,53.9,51.667,2024→2025,2
53033026200,53,Washington,33,King County,26200,4,7.85,6.08,12.22,29.07,75.15,7.15,990.0,62.31,32.72,13.73,6140.0,5.941,48.81,22.67,25.58,1033.5,16.12,75.074,1.399,0.752,6,5,17,7,9.772,8.143,27.687,11.401,1.357,0.6,1.214,0.538,1.198,0.532,Drug_OD,TTM,1-9,32.5,1.0,19.3-65.2,53.9,70.561,80.644,83.81,61.727,8.5,9.697,14.72,7.823,11.26,8.403,53.9,55.633,2024→2025,2
53033026300,53,Washington,33,King County,26300,2,4.04,13.17,16.88,27.29,32.97,3.79,271.0,57.83,26.0,12.41,1781.0,1.631,28.35,29.2,38.52,1091.97,15.22,83.958,1.975,1.938,0,0,6,6,0.0,0.0,33.689,33.689,1.104,0.679,1.097,0.557,1.196,0.516,Drug_OD,TTM,1-9,30.0,1.0,16.0-66.5,30.2,88.994,102.016,34.98,34.263,15.61,16.66,6.06,8.813,7.22,10.767,30.2,40.467,2024→2025,0
53033026400,53,Washington,33,King County,26400,4,25.88,4.19,18.62,21.01,51.87,13.47,722.0,55.05,44.45,9.59,5827.0,1.824,27.2,29.19,35.19,3194.63,12.39,72.825,2.543,0.228,0,2,9,8,0.0,3.432,15.445,13.729,1.032,0.674,1.033,0.553,1.154,0.505,Drug_OD,TTM,1-9,42.9,1.0,26.0-84.1,61.0,93.523,81.893,33.68,41.503,8.53,11.767,2.96,3.01,4.69,10.743,47.6,46.267,2024→2025,3
53033026500,53,Washington,33,King County,26500,3,22.73,7.56,23.69,32.83,57.86,2.28,551.0,52.06,28.39,23.74,4474.0,0.79,34.94,27.03,32.81,5663.29,12.32,68.198,0.601,1.659,1,0,8,6,2.235,0.0,17.881,13.411,0.757,0.522,0.873,0.502,1.063,0.48,Drug_OD,TTM,1-9,42.9,1.0,26.0-84.1,61.0,71.316,81.858,51.8,46.93,17.47,10.76,2.09,3.88,13.04,9.04,61.0,50.667,2024→2025,3
53033026600,53,Washington,33,King County,26600,2,8.52,2.69,9.82,39.53,27.11,5.58,74.0,49.36,44.79,5.27,2275.0,0.448,34.33,18.37,39.96,5078.12,3.25,103.068,1.384,1.14,0,0,5,6,0.0,0.0,21.978,26.374,0.51,0.381,0.766,0.453,0.974,0.455,Drug_OD,TTM,1-9,31.4,1.0,19.0-61.4,28.9,79.162,85.21,45.88,49.45,9.32,14.953,4.84,2.61,11.67,11.453,28.9,39.6,2024→2025,0
53033026801,53,Washington,33,King County,26801,4,17.47,4.39,13.65,27.44,51.8,2.09,793.0,48.95,36.5,8.03,6080.0,0.595,30.63,29.23,36.27,10218.49,13.04,71.316,0.764,1.801,0,0,8,6,0.0,0.0,13.158,9.868,0.641,0.443,0.818,0.482,1.028,0.469,Drug_OD,TTM,1-9,42.9,1.0,26.0-84.1,61.0,68.198,83.618,57.86,43.02,22.73,14.023,2.28,2.62,12.32,8.72,61.0,45.833,2024→2025,3
53033026802,53,Washington,33,King County,26802,4,10.82,3.33,21.37,24.41,44.09,0.0,669.0,53.75,31.41,4.94,6320.0,0.786,32.33,26.46,36.25,8040.71,10.59,79.587,0.324,1.923,1,0,10,6,1.582,0.0,15.823,9.494,0.675,0.421,0.832,0.485,1.019,0.476,Drug_OD,TTM,11,75.4,0.0,,47.6,71.316,77.679,51.8,47.78,17.47,16.243,2.09,2.443,13.04,10.017,61.0,56.533,2024→2025,3
53033027000,53,Washington,33,King County,27000,3,8.53,6.75,18.55,30.98,33.68,2.96,144.0,50.99,57.47,1.86,3071.0,0.764,27.91,22.99,44.41,4019.63,4.69,93.523,1.567,1.624,0,0,10,7,0.0,0.0,32.563,22.794,0.78,0.466,0.869,0.493,1.043,0.473,Drug_OD,TTM,11,75.4,0.0,,47.6,79.587,78.194,44.09,41.46,10.82,14.243,0.0,6.533,10.59,10.843,47.6,52.067,2024→2025,3
53033027100,53,Washington,33,King County,27100,3,23.85,8.98,22.51,22.31,55.95,1.89,441.0,49.76,31.76,18.82,4128.0,0.605,31.13,18.71,42.15,6823.14,10.68,57.813,0.765,2.358,1,0,10,10,2.422,0.0,24.225,24.225,0.869,0.499,0.935,0.505,1.075,0.481,Drug_OD,TTM,12,46.3,0.0,,88.7,96.25,85.671,38.04,40.827,17.14,14.013,3.89,5.243,12.52,10.75,88.7,75.0,2024→2025,3
53033027200,53,Washington,33,King County,27200,2,16.37,4.42,19.67,22.78,50.76,8.88,449.0,52.24,24.45,16.91,2986.0,1.253,31.31,25.82,36.6,2383.08,15.04,67.24,1.049,1.874,0,0,10,10,0.0,0.0,33.49,33.49,1.018,0.544,1.04,0.527,1.134,0.509,Drug_OD,TTM,12,46.3,0.0,,88.7,57.813,79.34,55.95,42.32,23.85,15.01,1.89,3.19,10.68,12.807,88.7,69.2,2024→2025,3
53033027300,53,Washington,33,King County,27300,4,17.14,5.03,26.99,26.68,38.04,3.89,819.0,50.06,30.05,11.95,6542.0,1.371,32.44,26.48,35.92,4771.7,12.52,96.25,0.798,3.537,1,0,11,7,1.529,0.0,16.814,10.7,0.952,0.465,0.959,0.513,1.064,0.494,Drug_OD,TTM,12,46.3,0.0,,88.7,72.639,65.897,56.91,54.54,9.23,16.483,0.41,3.727,5.91,10.543,88.7,88.7,2024→2025,3
53033027400,53,Washington,33,King County,27400,4,6.03,4.72,17.13,23.46,28.42,6.13,496.0,49.59,47.87,2.77,5193.0,1.284,24.57,22.57,46.03,4044.39,9.55,82.171,1.272,2.008,0,0,10,6,0.0,0.0,19.257,11.554,0.833,0.415,0.914,0.509,1.043,0.494,Drug_OD,TTM,11,75.4,0.0,,47.6,85.481,84.283,38.04,46.87,12.99,12.21,6.92,7.177,14.42,9.857,86.5,74.267,2024→2025,3
53033027500,53,Washington,33,King County,27500,3,12.99,3.08,18.31,22.26,38.04,6.92,681.0,50.48,45.46,3.24,4721.0,0.861,25.88,19.36,51.75,5483.16,14.42,85.481,0.655,0.68,1,0,9,5,2.118,0.0,19.064,10.591,0.722,0.356,0.845,0.49,1.004,0.485,Drug_OD,TTM,13,62.5,0.0,,86.5,82.171,78.935,28.42,49.537,6.03,10.38,6.13,7.483,9.55,11.513,47.6,73.533,2024→2025,3
53033027600,53,Washington,33,King County,27600,3,13.5,3.49,16.21,37.34,44.89,8.68,486.0,53.4,41.9,10.52,4251.0,1.102,31.17,25.88,37.31,3857.53,11.43,89.704,1.122,1.053,1,1,8,1,2.352,2.352,18.819,2.352,0.617,0.455,0.829,0.499,0.988,0.487,Drug_OD,TTM,13,62.5,0.0,,86.5,103.75,84.721,26.44,46.593,8.09,10.897,1.77,5.443,5.7,11.227,86.5,86.5,2024→2025,3
53033027800,53,Washington,33,King County,27800,2,3.78,1.14,0.77,51.43,10.65,2.96,148.0,48.16,80.71,0.14,3526.0,0.997,20.48,16.87,60.1,3536.61,4.2,154.712,1.927,3.426,0,0,5,1,0.0,0.0,14.18,2.836,0.564,0.437,0.762,0.476,0.925,0.47,Drug_OD,TTM,13,62.5,0.0,,86.5,103.75,86.128,26.44,48.877,8.09,11.067,1.77,6.03,5.7,10.23,86.5,86.5,2024→2025,3
53033027901,53,Washington,33,King County,27901,3,8.09,11.04,7.71,43.2,26.44,1.77,263.0,51.86,77.6,0.41,4616.0,0.721,38.34,16.57,40.08,6402.22,5.7,103.75,0.449,2.079,2,0,8,1,4.333,0.0,17.331,2.166,0.634,0.375,0.789,0.476,0.96,0.473,Drug_OD,TTM,13,62.5,0.0,,86.5,64.931,103.116,75.3,43.613,11.61,9.63,7.64,6.427,13.56,9.73,86.5,86.5,2024→2025,3
53033027902,53,Washington,33,King County,27902,3,11.61,3.99,13.93,27.14,75.3,7.64,501.0,50.31,57.81,3.57,3695.0,0.575,35.56,18.89,39.84,6426.09,13.56,64.931,0.588,1.694,0,0,9,1,0.0,0.0,24.357,2.706,0.678,0.362,0.801,0.47,0.969,0.47,Drug_OD,TTM,13,62.5,0.0,,86.5,103.75,87.692,26.44,44.457,8.09,12.063,1.77,6.78,5.7,10.193,86.5,87.233,2024→2025,3
53033028000,53,Washington,33,King County,28000,3,15.11,3.44,14.58,23.15,68.89,11.65,420.0,52.6,37.59,24.5,4017.0,0.753,32.98,25.96,31.74,5334.66,10.46,73.846,0.986,2.498,1,0,11,2,2.489,0.0,27.384,4.979,0.791,0.36,0.864,0.484,1.005,0.48,Drug_OD,TTM,12,46.3,0.0,,88.7,64.931,73.247,75.3,53.543,11.61,8.957,7.64,4.727,13.56,9.673,86.5,74.267,2024→2025,3
53033028100,53,Washington,33,King County,28100,2,9.23,7.26,17.49,24.02,56.91,0.41,184.0,59.5,17.0,30.67,3111.0,0.614,31.53,25.78,38.32,5066.78,5.91,72.639,1.936,3.214,0,0,13,6,0.0,0.0,41.787,19.286,0.915,0.418,0.908,0.484,1.028,0.477,Drug_OD,TTM,12,46.3,0.0,,88.7,96.25,79.561,38.04,54.153,17.14,14.963,3.89,6.553,12.52,10.34,88.7,88.7,2024→2025,3
53033028200,53,Washington,33,King County,28200,3,12.64,4.06,11.45,26.62,55.53,4.12,414.0,48.74,30.74,22.45,5150.0,1.027,40.08,16.68,38.25,5014.61,8.04,68.588,2.207,1.539,0,0,13,6,0.0,0.0,25.243,11.65,1.058,0.48,0.986,0.497,1.069,0.485,Drug_OD,TTM,12,46.3,0.0,,88.7,72.639,78.71,56.91,48.57,9.23,14.247,0.41,4.393,5.91,11.157,88.7,88.7,2024→2025,3
53033028300,53,Washington,33,King County,28300,3,5.59,6.37,9.39,38.9,28.41,7.59,175.0,50.4,40.08,9.02,5466.0,3.148,34.83,21.21,40.56,1736.34,3.2,108.819,0.753,2.892,0,0,12,5,0.0,0.0,21.954,9.147,1.316,0.659,1.174,0.547,1.128,0.522,Drug_OD,TTM,1-9,40.4,1.0,24.7-78.5,66.4,65.282,62.481,54.71,69.877,8.14,16.017,6.13,7.773,9.49,12.757,66.4,64.7,2024→2025,3
53033028402,53,Washington,33,King County,28402,4,11.38,9.19,17.37,22.82,58.82,3.11,797.0,54.28,23.42,30.55,6058.0,3.289,29.48,24.18,35.12,1841.9,13.16,78.466,1.099,3.744,0,0,11,4,0.0,0.0,18.158,6.603,1.106,0.504,1.005,0.525,1.071,0.504,Drug_OD,TTM,1-9,32.7,1.0,17.2-73.7,37.9,95.833,77.918,42.36,51.327,6.97,8.113,6.38,4.307,11.51,8.97,37.9,64.333,2024→2025,0
53033028403,53,Washington,33,King County,28403,4,8.14,9.02,12.54,25.54,54.71,6.13,531.0,56.47,27.35,37.24,5594.0,0.801,32.43,23.6,41.97,6983.77,9.49,65.282,0.566,3.286,3,0,8,4,5.363,0.0,14.301,7.151,1.006,0.445,0.933,0.468,0.996,0.467,Drug_OD,TTM,1-9,40.4,1.0,24.7-78.5,66.4,108.819,83.663,28.41,51.573,5.59,13.507,7.59,5.523,3.2,9.6,66.4,56.9,2024→2025,3
